内容,id,名称,性别,经验,点赞
"“猛男版”事件
2019年5月28日，B站up“果厨果厨果”从推特转载了视频“【猛男版】新宝岛”(原视频名为“新 宝 岛”)，由于莫名其妙的合拍而导致部分岛民生草，在后来的传播中由于生草弹幕配合视频在部分用户中引起轰动，大量小鬼涌入部分音乐网站、论坛等相关区块刷屏ky；甚至对原版嗤之以鼻乃至发出“猛男带火了新宝岛”的言论引起大量inm民和鱼韵粉丝不适导致新宝岛再次dssq。b站上转载的原版mv经常由于版权原因删除而下架（“新”宝岛，每次都是新视频（悲）），但是同样处于版权纠纷的“猛男版”以及各大三次创作似乎由于过高的播放量未被b站删除(其中有很大一部分创作者并不了解猛男版和新宝岛的关系而贸然打上了新宝岛的标签)反而被打上了新宝岛tag的封面导致鱼韵粉丝和inm厨震怒，新一轮的dssq就此展开，土味B站不可避。目前网易云的两首不同专辑的新宝岛的歌曲评论区已收复了老专辑的评论区(银 鱼 合 作)而mv以及另外一个较新的版本中以及完全沦为猛男小鬼的领地以及战场
原版视频名为“加减乘除舞”，配乐并非新宝岛，视频中的六个人为菲律宾舞团ICONX的成员。
后来部分yaozi区up以及圈外大手子（比如籽岷后来籽岷亲自跳了一回……）跟风时在不了解的情况下打上新宝岛tag以讹传讹造成了不可逆的误解，导致大量一般路过逸民和新粉丝误以为“加减乘除舞”是原版，以至于在B站搜索新宝岛tag的前数十条几乎都是猛男版相关。
目前up主“果厨果厨果”已经发表声明要求观众不要到处ky刷猛男版，但收效甚微。
截止2020年1月30日，“猛男版”新宝岛播放量已破5000万，而各大补档的本篇仍然还在被无限下架的危机中。
注意：不反对基于新宝岛的任何非dssq的二次创作，但请标注原版以防止误导一般路过逸民；请不要在原版新宝岛相关视频、音乐等内容下大量刷猛男版新宝岛相关内容，容易引起部分inm民和鱼韵粉丝的不满，因此爆发的诸如骂战等事故概不负责，谢谢合作！
本文引自萌娘百科(https://zh.moegirl.org)，文字内容默认使用《知识共享 署名-非商业性使用-相同方式共享 3.0》协议。",393867351,EROmouskevinma,男,10000,2089
籽岷竟然站C位[doge],52982494,折小烹_,保密,10000,133
黄磊年轻的脸庞配上黄磊中年的肚腩真的好魔性啊,99549879,想做咸鱼也是梦想,男,10000,948
最适合国人体质的720p,3546693125540180,bili_24771319902,保密,10000,22
此时一位三年后的百万富翁赞了我[doge][doge],282949364,你算哪只小猪蹄,男,10000,1318
"致信仰念诗之王的b站同胞们
       虽然我信仰新宝岛，但我绝不会否认念诗之王的地位。
       个人认为之所以两个视频的引战党会吵架是因为新宝岛并没有像念诗之王一样在b站的地位。虽说新宝岛是转载的，但他也有不输于任何镇站之宝的质量（个人认为，不喜勿喷[保佑]）确因为‘转载’这一个名称就无缘镇站之宝当然会引来疑惑与怨恨。我认为所有的视频应该一同对待，不能因为是转载的就会有地位差别。
       换位思考一下，如果新宝岛没有匹敌念诗之王的质量为什么会有那么多人信仰新宝岛。这不恰恰证明了他的质量高吗？
       而且入站必刷当中好像也没写必须是原创才能成为镇站之宝吧。既然没有，为何要区别对待呢？只要是用户喜欢的视频就行了为什么非得要区别对待呢？b站从没给信仰新宝岛的我们一个说法，所以我们只能刷流量来让全b站看到。信仰念诗之王的你们一直认为我们不行，倘若我们也能进镇站之宝又何必与你们争所谓的‘流量第一’呢？我们也有自己的想法啊。试想一下你最喜欢的视频明明有资格可以成为镇站之宝却因为区区一个‘转载’名称就不能进你难道就不会感到不解与困惑吗？
       虽然新宝岛不是b站原创文化，但这个视频确只有在b站才如此大放光芒。这不恰恰证明了新宝岛得到了b站用户的文化认可吗？既然得到了文化认可，那么就应该把他当作b站的一部分。何必因为‘转载’这个名称就把新宝岛当成‘外来的’呢?
        我承认我们的三连可能永远无法超过念诗之王，但我们的三连数量难道还没资格成为镇站之宝吗？入站必刷里比我们三连也就只有那么几个了，为什么不能成为镇站之宝?b站从没给我们回复，所以我们才会用流量来告诉b站新宝岛也是能成为镇站之宝的!!!
        说了这么多，最后我希望两个视频的信仰者们能抛下怨恨与偏见，和睦相处。不要再刷干翻xxx了。把两个视频的弹幕都回复在原来最初有趣的模样吧[鼓掌]（当然我作为新宝岛的信仰者如果b站不给我个解释，我是不会停止的[doge]）",412795878,未来的B站元老,男,10000,118
这是个伟大的现代舞蹈，我从中感受到人类生命的喜悦,125823832,琥珀-虚颜,保密,10000,836
卧槽！比国内那些偶像团体舞蹈要整齐Σ(ﾟдﾟ;),20265753,超新星企鹅,保密,10000,107
露肉比舞蹈区多，技术比舞蹈去好，发型比舞蹈区凌乱，灵魂比舞蹈区放纵，我拿什么来埋葬你，我的porn舞蹈区。,22658724,shopiee,保密,10000,828
有没有人和我一样想看视频一亿播放量官方怎么批注[OK],482016573,在下什么君,保密,10000,47
我猪肉荣何尝不想成为一个伟大的舞蹈家……,37936246,AoKi君-,保密,10000,740
"前排提示：请不要跟风刷1亿助攻
补弹幕指南：
请 选 择 你 的 英 雄
截 屏 选 老 婆
竹林七贤
黄 磊 早 期 作 品
朱一龙
嘿挡裤裆辣个那寂寞
众神归位
恐龙妈妈提笔忘字
上下打点
来逮一裤头
便宜点便宜点便宜点
你也鸟裤头
榴莲（牛奶）咖喱土豆豌豆梨西瓜咸蛋
仙人指路
猩猩挠头
狒狒挠树
秦王扫六合
宴请八方
龙卷风摧毁停车场
虚晃一枪
王の踉跄
一睹芳容
单枪匹马
大鹏展翅
物业敲门
鲤鱼打挺
百里甩狙
苏联解体
光翼展开
振荡试管
狗熊蹭树
老夫撩发少年狂
面部解锁
您的iPhone已解锁
梅开二度
（老人应该都知道各自位置[OK]）
有遗漏请补充，欢迎各位积极补弹幕
希望nc粉远离b站[无语]",335392640,YoU_XY-,女,10000,58
已删除部分弹幕。,930099,果厨果厨果,保密,10000,180
现在我才知道舞蹈的精彩之处，某些傻了吧唧的扭根本不是舞,178839081,dhehdhhxje,保密,10000,815
"自2021.3.29以来的统计（第37天）
2021.3.29  8：44 9426.7w
2021.3.30  9：10 9432.3w 增涨5.6w
2021.3.31  8：44 9438.5w 增涨6.2w
2021.4.1  8：40  9444.8w  增涨6.3w
2021.4.2  8：23   9452.1w 增涨7.3w
2021.4.3  8：27   9463.4w 增涨11.3w
2021.4.4  9：45   9477.6w 增涨14.2w
2021.4.5  8：46   9487.5w 增涨9.9w
2021.4.6  8：37   9494w   增涨6.5w
2021.4.7  8：36   9500.4w 增涨6.4w
2021.4.8  9：09   9506.6w 增涨6.2w
2021.4.9  8：58   9513.6w 增涨7.0w
2021.4.10 8：46  9523w    增涨9.4w
2021.4.11 8：51  9532.9w  增涨9.9w
2021.4.12 8：27  9538.4w  增涨5.5w
2021.4.13 8：47  9544.4w  增涨6w
2021.4.14 8：43  9551w    增涨6.6w
2021.4.15 8：40  9556.9w  增涨5.9w
2021.4.16 9：21  9563.4w  增涨6.5w
2021.4.17 9：34  9572.4w  增涨9w
2021.4.18看直播入迷而忘记统计了（）
2021.4.19 8：45  9584.3w   增涨11.9w
2021.4.20 8：53  9588.7w   增涨4.4w
2021.4.21 8：31  9592.5w   增涨3.8w
2021.4.22 8：44  9596.5w   增涨4w
2021.4.23 10：18 9602.3w   增涨5.8w
2021.4.24 9：40  9608.7w   增涨6.4w
2021.4.25 9：19  9612.9w   增涨4.2w
2021.4.26 9：00  9616.7w   增涨3.8w
2021.4.27由于备考没有统计
2021.4.28 8：42  9625.3w   增涨8.6w",73734229,原生态电灯泡,男,10000,106
舞蹈区的跳的不如这个人，露的也没这人露的多[doge],18397822,像素星体,保密,10000,554
内容,id,名称,性别,经验,点赞
舞蹈区的跳的不如这个人，露的也没这人露的多[doge],18397822,像素星体,保密,10000,554
好辣眼啊，但是跳的真的好[蛆音娘_扶额],12618629,乾十叁,保密,10000,135
我就在这里把话放下了，2021年六月份之前绝对破一亿好吧，不破一亿，你们点一个赞，我就背十个单词,396400444,北殇卦灵,保密,10000,612
？？？什么地方都刷武汉加油，有意思吗。场合合适吗？怕不是当梗刷着玩。这么有心，捐钱捐物去行吗？光说不做有用吗？搁着刷武汉加油，武汉就好起来了吗？不分场合视频瞎几把刷，呵呵,38834659,虚假I数据,保密,10000,101
悲报，越来越多小鬼认为这事原版力,39773100,xpd九首,女,10000,101
“当年我跟风刷股间强打，红字空格的时候，我无法理解银梦民们的出警，直到全站大多数人都开始刷猛男版的时候我才理解他们的心情，可是这一切都无法回到从前了”,6517450,海绵宝宝香澄儿,保密,10000,82
点赞过100，跳这个舞录视发到小破站上[微笑]纯种肥宅在线宝岛[蛆音娘_滑稽],53834438,孤身看海,男,10000,906
为什么屑站逸民都把这个当新宝岛，甚至有人把这个当原版新宝岛(全恼),399621825,账号已注销,保密,5000,140
影视飓风没骗人[笑哭],672201440,绍兴文理,保密,10000,79
"原作者发了推说这个视频“中国版ニコニコ動画で流行ってるらしい
”",21763615,妖精莉耶芙,保密,10000,407
元旦晚会我要跳这个，同志们，点赞过20我就整[OK][OK],1332882992,眼睛没神儿,保密,10000,105
弹幕一共就那么多，发什么武汉加油，大家来看这个视频是来给武汉加油的？你给武汉加油的方式就是来看新宝岛？yy的可以啊，真想给武汉加油就给武汉捐助，或者通过一些有用的渠道给武汉声援，武汉需要你在新宝岛刷？,390442411,在家有神奇君,男,10000,87
哪来的男团?快给我出道!,102654384,不二良平的一天,男,10000,104
"提示：请不要跟风刷1亿助攻
补弹幕指南：
请 选 择 你 的 英 雄
截 屏 选 老 婆
竹林七贤
黄 磊 早 期 作 品
朱一龙
嘿挡裤裆辣个那寂寞
众神归位
恐龙妈妈提笔忘字
上下打点
来逮一裤头
便宜点便宜点便宜点
你也鸟裤头
榴莲（牛奶）咖喱土豆豌豆梨西瓜咸蛋
仙人指路
猩猩挠头
狒狒挠树
秦王扫六合
宴请八方
龙卷风摧毁停车场
虚晃一枪
王の踉跄
一睹芳容
单枪匹马
大鹏展翅
物业敲门
鲤鱼打挺
百里甩狙
苏联解体
光翼展开
振荡试管
狗熊蹭树
老夫撩发少年狂
面部解锁
您的iPhone已解锁
梅开二度
（老人应该都知道各自位置[OK]）
有遗漏请补充，欢迎各位积极补弹幕
希望nc粉远离b站[无语]",322334438,漅汐,男,10000,90
你以为这个视频真的有六千万多人看吗？那明明是有几百万人天天来回看[doge],108470820,你帮我起个名吧,男,10000,72
"00：40仙人指路
00：45狒狒挠头
00：47老肩巨滑
00：53苏联解体
01：01战术踉跄
01：16光翼展开
01：19物业敲门
01：21震荡试管
指挥部报告完毕【得意】",172953572,Qing_meng,保密,10000,70
只识猛男六兄贵，无人再识鱼韵队。（悲）,12491010,羽FREIHEIT,保密,10000,94
"恭喜你们刷中秋快乐和国庆快乐的哦[微笑]
沙雕弹幕全没了哦🙄
屏蔽了中秋和国庆两个词，会发现这个视频的弹幕还不如十万播放量的视频多呢
k y 怪 真 棒[小电视_差评]",321473075,罗德岛_原初的博士,男,10000,74
"提示：请不要跟风刷1亿助攻.
补弹幕指南：
请 选 择 你 的 英 雄
截 屏 选 老 婆
竹林七贤
黄 磊 早 期 作 品
朱一龙
嘿挡裤裆辣个那寂寞
众神归位
恐龙妈妈提笔忘字
上下打点
来逮一裤头
便宜点便宜点便宜点
你也鸟裤头
榴莲（牛奶）咖喱土豆豌豆梨西瓜咸蛋
仙人指路
猩猩挠头
狒狒挠树
秦王扫六合
宴请八方
龙卷风摧毁停车场
虚晃一枪
王の踉跄
一睹芳容
单枪匹马
大鹏展翅
物业敲门
鲤鱼打挺
百里甩狙
苏联解体
光翼展开
振荡试管
狗熊蹭树
老夫撩发少年狂
面部解锁
您的iPhone已解锁
梅开二度
（老人应该都知道各自位置[OK]）
有遗漏请补充，欢迎各位积极补弹幕
希望nc粉远离b站[无语]
复制的",93552824,栀柚爱,男,10000,163
别刷1.1亿了，不仅给boy招黑，重点还破坏他人观看体验，属于ky[OK],386354444,不破湊的魔爪,男,10000,60
内容,id,名称,性别,经验,点赞
强烈建议作者在视频简介备注此舞蹈并非新宝岛，免得某些恶臭小鬼跟风带节奏认为此舞蹈即新宝岛原版，霹雳霹雳的小将其智商堪忧之令人发指，无思考能力，让若干年前入站人属实看不懂到底在做什么（指B站现在新宝岛舞蹈全部都是加减乘除舞）其他无脑举动我暂且蒙在鼓里。,3384118,海野嵐_OFFICIAL,男,10000,67
草，睿站原版新宝岛都没这些播放,293287386,洛天依゚゚゚゚゚゚゚,保密,10000,73
兄弟们，觉得b站暗调码率的点个赞，好事不做，做坏事可有一套[2233娘_耶],392536689,走出去說愛你,男,10000,58
DSSQ了，DSSQ了（悲）,66737726,账号已注销,保密,5000,78
